Rank,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
425,Justin Robinson,24,3TM,PG,25,0,304,.301,20.1,.344,.065,.075,.118,.086,.656,.313,.833,.143,.182,.250,.295,.200,.778,.000,0,.262,.375,2,0,,robinju01
426,Paul Reed,22,PHI,C,38,2,302,.563,5.4,.917,.625,.219,.042,.031,.083,.591,.767,.190,.250,.333,.250,.577,1.000,.240,22,.500,.000,1,0,,reedpa01
427,Markieff Morris,32,MIA,PF,17,1,298,.474,14.4,.658,.140,.175,.211,.114,.342,.547,.750,.450,.500,.538,.333,.488,1.000,.044,4,.487,.368,0,0,,morrima02
428,Brook Lopez,33,MIL,C,13,11,298,.466,13.2,.595,.298,.198,.084,.015,.405,.538,.821,.346,.091,.000,.358,.714,.947,.122,15,.340,.500,0,0,,lopezbr01
429,Justin Champagnie,20,TOR,SF,36,0,281,.463,11.7,.582,.358,.209,.015,.000,.418,.538,.625,.429,.000,,.357,.571,1.000,.060,3,.536,.333,0,0,,champju01
430,Nathan Knight,24,MIN,PF,37,2,267,.511,5.7,.852,.591,.250,.011,.000,.148,.547,.673,.273,.000,,.308,.707,1.000,.182,13,.308,.500,0,0,,knighna01
431,Michael Porter Jr.,23,DEN,SF,9,9,265,.359,17.2,.534,.165,.097,.107,.165,.466,.491,.706,.300,.273,.529,.208,.704,.900,.019,2,.104,.000,1,0,,portemi01
432,JT Thor,19,CHO,PF,33,0,262,.436,15.8,.509,.255,.127,.073,.055,.491,.607,.786,.429,.250,.667,.259,.706,1.000,.145,7,.111,.667,0,0,,thorjt01
433,Daishen Nix,19,HOU,SG,24,0,261,.403,12.7,.612,.358,.239,.000,.015,.388,.488,.667,.250,,.000,.269,.400,.714,.045,3,.154,.250,1,0,,nixda01
434,KZ Okpala,22,MIA,PF,21,0,244,.435,12.0,.623,.319,.232,.058,.014,.377,.488,.545,.500,.250,.000,.346,.762,1.000,.101,7,.615,.500,0,0,,okpalkz01
435,Leandro Bolmaro,21,MIN,SF,35,2,241,.315,13.7,.667,.352,.111,.074,.130,.333,.333,.474,.167,.500,.000,.278,.583,.800,.037,2,.222,.250,1,0,,bolmale01
436,Jaylen Hoard,22,OKC,SF,7,5,240,.489,10.0,.722,.322,.344,.033,.022,.278,.538,.724,.387,.333,.500,.360,.429,.889,.044,4,.280,.571,0,0,,hoardja01
437,Usman Garuba,19,HOU,PF,24,2,239,.432,12.6,.545,.500,.023,.023,.000,.455,.583,.636,.000,.000,,.250,.571,1.000,.136,5,.250,.000,0,0,,garubus01
438,Mychal Mulder,27,2TM,PG,17,3,239,.312,20.8,.299,.117,.104,.026,.052,.701,.304,.556,.000,.500,.250,.315,.571,1.000,.039,2,.241,.385,0,0,,muldemy01
439,Jake Layman,27,MIN,SF,34,1,231,.411,14.4,.521,.301,.123,.055,.041,.479,.579,.773,.222,.250,.667,.229,.682,1.000,.096,6,.486,.235,0,0,,laymaja01
440,Denzel Valentine,28,2TM,SG,24,0,222,.379,21.1,.288,.061,.091,.106,.030,.712,.316,.750,.333,.143,.000,.404,.333,.895,.015,1,.426,.450,0,0,,valende01
441,Kevin Knox,22,2TM,SF,30,0,222,.365,18.6,.365,.153,.106,.059,.047,.635,.516,.769,.556,.000,.250,.278,.750,1.000,.082,7,.315,.412,1,0,,knoxke01
442,Skylar Mays,24,ATL,SG,28,5,220,.500,12.1,.609,.422,.109,.016,.063,.391,.615,.667,.429,.000,.750,.320,.417,1.000,.031,2,.360,.222,0,0,,mayssk01
443,Georgios Kalaitzakis,23,2TM,SF,13,4,214,.463,13.6,.612,.269,.179,.090,.075,.388,.512,.667,.583,.333,.000,.385,.524,.800,.075,4,.154,.250,0,0,,kalaige01
444,Malcolm Hill,26,2TM,SG,19,0,212,.462,19.3,.308,.115,.115,.019,.058,.692,.688,.667,.667,.000,1.000,.361,.636,.846,.000,0,.306,.636,0,0,,hillma01
445,Tim Frazier,31,2TM,PG,12,3,208,.311,16.2,.622,.067,.178,.133,.244,.378,.286,1.000,.250,.167,.182,.353,.375,.833,.000,0,.235,.250,0,0,,fraziti01
446,Alfonzo McKinnie,29,CHI,SF,17,3,206,.393,14.1,.557,.311,.082,.082,.082,.443,.441,.526,.600,.000,.400,.333,.733,1.000,.148,7,.407,.364,0,0,,mckinal01
447,Joe Wieskamp,22,SAS,SG,29,0,205,.357,21.5,.232,.071,.054,.036,.071,.768,.462,.750,.333,.500,.250,.326,.500,.929,.000,0,.209,.111,0,0,,wieskjo01
448,Ed Davis,32,CLE,C,31,3,201,.688,2.3,1.000,.750,.250,.000,.000,.000,.688,.750,.500,,,,.727,,.125,2,,,0,0,,davised01
449,Tyler Cook,24,CHI,PF,20,2,200,.605,2.2,1.000,.684,.316,.000,.000,.000,.605,.692,.417,,,,.783,,.395,14,,,0,0,,cookty01
450,Javonte Smart,22,2TM,PG,17,1,200,.317,16.9,.550,.183,.167,.133,.067,.450,.333,.545,.300,.125,.250,.296,.364,.875,.000,0,.148,.500,1,0,,smartja01
451,Lindell Wigginton,23,MIL,PG,19,0,199,.426,12.7,.574,.377,.180,.016,.000,.426,.486,.609,.273,.000,,.346,.765,1.000,.016,0,.308,.625,0,0,,wiggili01
452,Braxton Key,24,2TM,SF,11,0,197,.458,11.8,.708,.292,.292,.069,.056,.292,.529,.762,.476,.200,.000,.286,.741,.833,.097,6,.429,.333,0,0,,keybr01
453,Udoka Azubuike,22,UTA,C,17,6,195,.755,2.8,1.000,.694,.286,.020,.000,.000,.755,.824,.643,.000,,,.892,,.571,26,,,0,0,,azubuud01
454,Greg Monroe,31,4TM,C,14,0,195,.561,2.9,1.000,.632,.351,.000,.018,.000,.561,.694,.350,,.000,,.563,,.018,1,,,0,0,,monrogr01
455,Mamadi Diakite,25,OKC,PF,13,3,188,.532,6.8,.894,.426,.340,.106,.021,.106,.595,.600,.688,.400,.000,.000,.840,,.255,10,.400,.000,0,0,,diakima01
456,Reggie Perry,21,2TM,PF,10,1,187,.506,15.2,.797,.342,.266,.089,.101,.203,.587,.815,.333,.429,.625,.188,.676,1.000,.089,6,.063,.000,0,0,,perryre01
457,Kyle Guy,24,MIA,SG,19,0,186,.400,18.7,.385,.108,.169,.031,.077,.615,.480,.857,.091,.500,.800,.350,.500,.786,.000,0,.225,.444,0,0,,guyky01
458,Willie Cauley-Stein,28,2TM,C,20,2,183,.457,5.3,.943,.629,.200,.057,.057,.057,.455,.545,.143,1.000,.000,.500,.800,1.000,.257,7,.000,,0,0,,caulewi01
459,Frank Kaminsky,28,PHO,C,9,0,181,.545,9.2,.773,.303,.394,.061,.015,.227,.608,.650,.577,.750,.000,.333,.710,1.000,.076,4,.067,.000,0,0,,kaminfr01
460,Charlie Brown Jr.,24,2TM,SG,22,2,177,.256,13.6,.692,.385,.205,.077,.026,.308,.333,.467,.250,.000,.000,.083,.444,1.000,.077,2,.167,.000,0,0,,brownch02
461,Markus Howard,22,DEN,SG,31,0,176,.386,20.2,.307,.089,.119,.040,.059,.693,.355,.333,.417,.250,.333,.400,.545,.821,.000,0,.243,.529,0,0,,howarma02
462,Vlatko Čančar,24,DEN,PF,15,1,176,.561,10.6,.707,.390,.195,.098,.024,.293,.552,.750,.375,.250,.000,.583,.938,1.000,.049,2,.417,.400,0,0,,cancavl01
463,Jamorko Pickett,24,DET,PF,13,0,176,.360,21.1,.220,.040,.160,.000,.020,.780,.455,.500,.500,,.000,.333,.800,.923,.020,1,.359,.357,0,0,,pickeja01
464,Zavier Simpson,24,OKC,PG,4,4,174,.365,9.1,.846,.250,.442,.096,.058,.154,.409,.538,.391,.400,.000,.125,.222,1.000,.000,0,.000,,0,0,,simpsza01
465,Victor Oladipo,29,MIA,SG,8,1,173,.479,16.9,.507,.247,.096,.082,.082,.493,.541,.667,.286,.667,.333,.417,.250,.467,.027,2,.139,.800,1,0,,oladivi01
466,Hassani Gravett,25,ORL,PG,8,3,171,.474,20.9,.316,.079,.105,.079,.053,.684,.583,.333,.500,1.000,.500,.423,.429,.727,.000,0,.192,.600,1,0,,graveha01
467,Charles Bassey,21,PHI,C,23,0,168,.638,5.6,.915,.574,.213,.106,.021,.085,.698,.741,.700,.600,.000,.000,.667,,.319,13,.250,.000,0,0,,bassech01
468,Alize Johnson,25,3TM,PF,23,0,167,.436,6.5,.897,.564,.282,.051,.000,.103,.486,.500,.455,.500,,.000,.529,,.000,0,.500,.000,1,0,,johnsal02
469,Kevin Pangos,29,CLE,PG,24,3,166,.326,17.7,.435,.109,.217,.043,.043,.565,.450,.600,.400,.500,.500,.231,.111,.333,.000,0,.038,.000,0,0,,pangoke01
470,Haywood Highsmith,25,MIA,SF,19,1,163,.348,16.7,.391,.217,.130,.000,.043,.609,.389,.300,.500,,.500,.321,.857,1.000,.000,0,.571,.375,0,0,,highsha01
471,Sam Hauser,24,BOS,SF,26,0,158,.460,22.7,.120,.100,.020,.000,.000,.880,.667,.800,.000,,,.432,.750,1.000,.000,0,.318,.571,0,0,,hausesa01
472,Paul Watson,27,OKC,SF,9,3,156,.343,19.7,.257,.114,.114,.029,.000,.743,.667,.750,.500,1.000,,.231,.500,1.000,.029,0,.423,.273,0,0,,watsopa01
473,Cassius Stanley,22,DET,SG,9,1,155,.413,12.5,.630,.152,.413,.043,.022,.370,.517,.571,.526,.500,.000,.235,.600,1.000,.022,0,.471,.250,0,0,,stanlca01
474,Bruno Fernando,23,2TM,C,30,0,152,.655,4.7,.964,.618,.291,.036,.018,.036,.660,.676,.625,.500,1.000,.500,.714,1.000,.309,17,.500,.000,0,0,,fernabr01
475,Theo Pinson,26,DAL,SF,19,0,148,.359,21.9,.231,.051,.077,.026,.077,.769,.444,.500,.333,.000,.667,.333,.250,.900,.026,1,.100,.667,0,0,,pinsoth01
476,Abdel Nader,28,PHO,SF,14,0,145,.343,12.8,.600,.257,.286,.000,.000,.400,.381,.778,.000,,,.286,.375,1.000,.029,1,.357,.200,1,0,,naderab01
477,Devin Cannady,25,ORL,PG,5,0,145,.341,22.5,.159,.045,.045,.045,.023,.841,.000,.000,.000,.000,.000,.405,,1.000,.000,0,.297,.636,0,0,,cannade01
478,Solomon Hill,30,ATL,SF,13,1,139,.150,17.9,.350,.250,.100,.000,.000,.650,.143,.200,.000,,,.154,1.000,1.000,.000,0,.231,.333,1,0,,hillso01
479,Xavier Moon,27,LAC,SG,10,0,137,.490,16.4,.725,.098,.137,.176,.314,.275,.541,.400,.286,.556,.688,.357,.150,.600,.000,0,.071,.000,0,0,,moonxa01
480,Jahmi'us Ramsey,20,SAC,SG,19,0,134,.414,12.4,.690,.310,.224,.069,.086,.310,.475,.667,.231,.250,.600,.278,.579,.800,.034,2,.167,.333,0,0,,ramseja01
481,Didi Louzada,22,2TM,SF,9,1,129,.364,22.3,.303,.061,.121,.061,.061,.697,.300,.500,.000,.000,1.000,.391,.333,1.000,.000,0,.174,.500,0,0,,louzama01
482,Boban Marjanović,33,DAL,C,23,0,128,.600,7.0,.943,.329,.414,.171,.029,.057,.621,.783,.552,.417,1.000,.250,.732,1.000,.129,9,.000,,0,0,,marjabo01
483,Marcus Garrett,23,MIA,SG,12,0,128,.238,9.3,.810,.476,.143,.095,.095,.190,.235,.200,.333,.000,.500,.250,.500,1.000,.000,0,.500,.000,0,0,,garrema01
484,Jay Scrubb,21,LAC,SG,18,0,121,.391,16.2,.543,.239,.087,.130,.087,.457,.480,.545,.500,.500,.250,.286,.333,.667,.043,1,.143,.667,0,0,,scrubja01
485,Devontae Cacok,25,SAS,PF,15,0,121,.677,4.6,1.000,.387,.484,.129,.000,.000,.677,.833,.533,.750,,,.667,,.097,3,,,0,0,,cacokde01
486,Jalen Johnson,20,ATL,PF,22,0,120,.537,10.8,.683,.488,.073,.073,.049,.317,.679,.950,.000,.000,.000,.231,.789,1.000,.244,10,.385,.200,0,0,,johnsja05
487,Neemias Queta,22,SAC,C,15,0,120,.447,5.4,1.000,.447,.368,.132,.053,.000,.447,.529,.500,.200,.000,,.647,,.158,5,,,0,0,,quetane01
488,Melvin Frazier,25,OKC,SG,3,0,120,.271,12.4,.563,.250,.313,.000,.000,.438,.444,.667,.267,,,.048,.750,1.000,.021,1,.667,.071,0,0,,frazime01
489,Freddie Gillespie,24,ORL,PF,9,2,119,.409,6.5,.955,.273,.545,.136,.000,.045,.429,.333,.417,.667,,.000,.778,,.091,2,1.000,.000,0,0,,gillefr01
490,Jabari Parker,26,BOS,PF,12,0,112,.474,15.4,.579,.184,.184,.026,.132,.421,.455,.714,.286,.000,.200,.500,.400,.750,.079,3,.375,.500,1,0,,parkeja01
491,Derrick Walton,26,DET,PG,3,3,108,.231,18.1,.500,.077,.192,.038,.192,.500,.231,.500,.200,.000,.200,.231,.000,1.000,.000,0,.000,,0,0,,waltode01
492,Jeff Dowtin Jr.,24,3TM,PG,9,0,108,.308,17.3,.654,.115,.231,.192,.115,.346,.412,.667,.333,.200,.667,.111,.143,1.000,.000,0,.556,.200,0,0,,dowtije01
493,Langston Galloway,30,2TM,SG,7,0,107,.231,19.4,.385,.115,.038,.115,.115,.615,.400,.333,.000,.667,.333,.125,.500,.500,.000,0,.375,.000,0,0,,gallola01
494,Louis King,22,SAC,SF,10,0,104,.319,20.1,.426,.021,.128,.085,.191,.574,.350,1.000,.333,.250,.333,.296,.429,.750,.000,0,.296,.375,0,0,,kinglo02
495,Chaundee Brown Jr.,23,2TM,SF,5,2,104,.313,16.2,.438,.188,.094,.156,.000,.563,.286,.500,.000,.200,,.333,.500,1.000,.000,0,.222,.250,1,0,,brownch05
496,Luke Kornet,26,3TM,C,15,0,103,.481,8.8,.815,.519,.222,.074,.000,.185,.591,.643,.667,.000,,.000,.692,,.185,4,.000,,0,0,,kornelu01
497,Chris Silva,25,2TM,PF,10,0,91,.533,4.0,1.000,.533,.400,.000,.067,.000,.533,.750,.333,,.000,,.750,,.133,2,,,0,0,,silvach01
498,Tyler Johnson,29,2TM,PG,6,0,91,.300,22.2,.350,.000,.000,.150,.200,.650,.143,,,.000,.250,.385,1.000,1.000,.000,0,.308,.250,0,0,,johnsty01
499,Devon Dotson,22,CHI,PG,11,0,85,.478,12.2,.609,.478,.000,.130,.000,.391,.643,.818,,.000,,.222,.556,1.000,.000,0,.333,.000,0,0,,dotsode01
500,Udonis Haslem,41,MIA,C,13,0,83,.452,9.4,.871,.419,.161,.194,.097,.129,.481,.692,.000,.500,.333,.250,.769,1.000,.000,0,.750,.333,0,0,,hasleud01
501,Wes Iwundu,27,ATL,SF,3,1,82,.444,12.3,.722,.278,.167,.111,.167,.278,.385,.400,.333,.000,.667,.600,.600,.667,.000,0,.600,.333,0,0,,iwundwe01
502,Bol Bol,22,DEN,PF,14,0,81,.556,10.6,.852,.296,.185,.296,.074,.148,.609,.875,.800,.375,.000,.250,1.000,1.000,.222,5,.250,.000,0,0,,bolbo01
503,Carsen Edwards,23,DET,SG,4,0,79,.300,17.6,.467,.233,.067,.100,.067,.533,.357,.286,.000,.333,1.000,.250,.400,.250,.000,0,.063,1.000,0,0,,edwarca01
504,Ryan Arcidiacono,27,NYK,PG,10,0,76,.500,21.5,.250,.000,.083,.167,.000,.750,.667,,1.000,.500,,.444,1.000,1.000,.000,0,.222,.500,0,0,,arcidry01
505,Tyrone Wallace,27,NOP,SG,6,0,75,.350,13.0,.600,.350,.150,.050,.050,.400,.417,.714,.000,.000,.000,.250,1.000,1.000,.000,0,.375,.333,0,0,,wallaty01
506,Isaiah Todd,20,WAS,PF,12,0,74,.269,18.0,.385,.154,.115,.077,.038,.615,.300,.250,.333,.000,1.000,.250,.667,1.000,.000,0,.563,.444,0,0,,toddis01
507,Trevelin Queen,24,HOU,SG,10,0,74,.455,19.6,.273,.242,.030,.000,.000,.727,.667,.750,.000,,,.375,.500,.556,.030,1,.167,.500,0,0,,queentr01
508,Aleem Ford,24,ORL,SF,5,0,74,.300,19.5,.250,.150,.100,.000,.000,.750,.800,1.000,.500,,,.133,.750,1.000,.050,1,.200,.000,0,0,,fordal03
509,Quinndary Weatherspoon,25,GSW,SG,11,0,73,.571,8.5,.762,.476,.238,.048,.000,.238,.688,.800,.600,.000,,.200,.818,1.000,.048,1,.200,.000,0,0,,weathqu01
510,Yves Pons,22,MEM,SF,12,0,71,.313,15.0,.438,.250,.125,.063,.000,.563,.286,.250,.000,1.000,,.333,.000,1.000,.313,1,.556,.600,0,0,,ponsyv01
511,Rayjon Tucker,24,2TM,SG,5,0,71,.667,20.9,.444,.222,.000,.111,.111,.556,.500,1.000,,.000,.000,.800,.000,.500,.111,1,.200,1.000,0,0,,tuckera01
512,Isaac Bonga,22,TOR,SF,15,0,69,.231,11.0,.692,.385,.231,.000,.077,.308,.222,.200,.333,,.000,.250,.500,1.000,.000,0,1.000,.250,0,0,,bongais01
513,Brandon Knight,30,DAL,PG,5,0,65,.400,19.4,.320,.280,.040,.000,.000,.680,.750,.857,.000,,,.235,.667,.750,.000,0,.118,.000,1,0,,knighbr03
514,B.J. Johnson,26,ORL,SF,4,0,65,.440,16.9,.600,.200,.080,.120,.200,.400,.467,.400,.000,.667,.600,.400,.714,1.000,.040,1,.200,.500,0,0,,johnsbj01
515,Kai Jones,21,CHO,C,21,0,63,.643,7.7,.857,.500,.214,.071,.071,.143,.667,1.000,.333,.000,.000,.500,.875,1.000,.500,7,.500,1.000,0,0,,joneska01
516,RJ Nembhard Jr.,22,CLE,SG,14,0,63,.333,8.0,.889,.389,.333,.111,.056,.111,.375,.857,.000,.000,.000,.000,.500,,.000,0,.000,,0,0,,nembhrj01
517,Malik Fitts,24,2TM,PF,15,0,63,.421,16.7,.474,.211,.158,.053,.053,.526,.333,.750,.000,.000,.000,.500,1.000,1.000,.053,1,.500,.600,1,1,,fittsma01
518,Brodric Thomas,25,BOS,SG,12,0,60,.444,14.5,.500,.389,.111,.000,.000,.500,.667,.857,.000,,,.222,.833,.500,.167,1,.111,.000,0,0,,thomabr01
519,Tacko Fall,26,CLE,C,11,1,59,.417,3.2,1.000,.667,.333,.000,.000,.000,.417,.625,.000,,,,.600,,.250,2,,,0,0,,fallta01
520,Sam Merrill,25,MEM,SG,6,0,58,.333,18.1,.042,.042,.000,.000,.000,.958,1.000,1.000,,,,.304,1.000,.429,.000,0,.174,.250,0,0,,merrisa01
521,Gabriel Deck,26,OKC,PF,7,0,56,.571,9.5,.714,.357,.071,.143,.000,.286,.600,.600,1.000,.500,,.500,.667,1.000,.000,0,.500,1.000,0,0,,deckga01
522,James Ennis III,31,3TM,SF,7,0,56,.458,10.2,.667,.542,.083,.000,.042,.333,.500,.538,.500,,.000,.375,.750,1.000,.000,0,.125,.000,0,0,,ennisja01
523,D.J. Wilson,25,TOR,PF,4,1,54,.733,9.6,.867,.400,.133,.200,.133,.133,.846,1.000,.500,.667,1.000,.000,.727,,.267,4,.500,.000,0,0,,wilsodj01
524,Myles Powell,24,PHI,PG,11,0,52,.294,13.5,.647,.353,.176,.000,.118,.353,.364,.667,.000,,.000,.167,.000,.000,.000,0,.000,,0,0,,powelmy01
525,Mason Jones,23,LAL,SG,4,0,51,.467,10.5,.733,.267,.400,.067,.000,.267,.545,.750,.500,.000,,.250,.667,.000,.000,0,.000,,0,0,,jonesma05
526,Tremont Waters,24,2TM,PG,3,0,50,.286,16.4,.357,.000,.143,.143,.071,.643,.400,,.500,.500,.000,.222,.000,.500,.000,0,.222,.000,0,0,,watertr01
527,Cameron McGriff,24,POR,SF,3,0,46,.357,13.0,.571,.357,.143,.000,.071,.429,.375,.400,.500,,.000,.333,.667,.000,.000,0,.333,.000,0,0,,mcgrica01
528,Miye Oni,24,UTA,SG,16,0,44,.222,21.8,.111,.111,.000,.000,.000,.889,1.000,1.000,,,,.125,.000,1.000,.000,0,.625,.000,0,0,,onimi01
529,Gabriel Lundberg,27,PHO,SG,4,0,44,.263,19.3,.579,.158,.053,.000,.368,.421,.182,.000,.000,,.286,.375,.000,.667,.000,0,.000,,0,0,,lundbga01
530,Vernon Carey Jr.,20,2TM,C,7,1,44,.538,8.1,1.000,.615,.000,.077,.308,.000,.538,.750,,.000,.250,,.286,,.000,0,,,0,0,,careyve01
531,Jared Harper,24,NOP,PG,5,0,43,.538,16.8,.538,.192,.115,.077,.154,.462,.643,.400,1.000,.500,.750,.417,.333,.600,.038,1,.083,1.000,0,0,,harpeja01
532,Cameron Oliver,25,ATL,SF,2,0,43,.667,7.8,.800,.600,.133,.000,.067,.200,.750,.667,1.000,,1.000,.333,.778,1.000,.067,1,.333,.000,0,0,,oliveca01
533,Robert Woodard II,22,SAC,SF,12,0,42,.125,12.7,.750,.188,.250,.125,.188,.250,.083,.333,.000,.000,.000,.250,1.000,1.000,.063,1,.250,.000,0,0,,woodaro01
534,Sharife Cooper,20,ATL,PG,13,0,39,.214,11.6,.571,.500,.071,.000,.000,.429,.250,.143,1.000,,,.167,.500,.000,.000,0,.333,.000,0,0,,coopesh01
535,Cassius Winston,23,WAS,PG,7,0,39,.364,19.1,.455,.091,.091,.182,.091,.545,.400,.000,.000,.500,1.000,.333,.500,1.000,.000,0,.167,.000,0,0,,winstca01
536,Xavier Sneed,24,2TM,SF,9,0,39,.200,22.2,.200,.100,.000,.100,.000,.800,.500,1.000,,.000,,.125,.000,1.000,.000,0,.500,.000,0,0,,sneedxa01
537,Nik Stauskas,28,2TM,SG,8,0,39,.357,21.3,.286,.071,.071,.071,.071,.714,.250,.000,.000,1.000,.000,.400,1.000,.750,.000,0,.500,.600,0,0,,stausni01
538,Petr Cornelie,26,DEN,PF,13,0,38,.333,15.9,.467,.333,.067,.000,.067,.533,.571,.600,1.000,,.000,.125,1.000,1.000,.267,2,.375,.000,0,0,,cornepe01
539,Darren Collison,34,LAL,PG,3,0,37,.286,16.1,.571,.286,.000,.000,.286,.429,.500,1.000,,,.000,.000,1.000,,.000,0,1.000,.000,0,0,,collida01
540,Justin Jackson,26,2TM,SF,7,0,37,.333,20.4,.400,.000,.200,.067,.133,.600,.333,,.667,.000,.000,.333,1.000,1.000,.000,0,.111,1.000,0,0,,jacksju01
541,Marko Simonovic,22,CHI,C,9,0,35,.267,12.2,.667,.333,.200,.000,.133,.333,.300,.600,.000,,.000,.200,.667,1.000,.067,1,.000,,0,0,,simonma01
542,Cheick Diallo,25,DET,C,3,0,31,.375,3.1,1.000,.375,.625,.000,.000,.000,.375,.667,.200,,,,.333,,.125,1,,,0,0,,diallch01
543,Micah Potter,23,DET,C,3,0,31,.455,8.3,.818,.364,.273,.182,.000,.182,.556,.500,.667,.500,,.000,.600,,.000,0,.000,,0,0,,pottemi01
544,Juwan Morgan,24,2TM,PF,2,0,31,.667,17.1,.333,.333,.000,.000,.000,.667,1.000,1.000,,,,.500,1.000,1.000,.000,0,.000,,0,0,,morgaju01
545,Jordan Schakel,23,WAS,SG,4,0,30,.091,17.8,.455,.091,.273,.000,.091,.545,.000,.000,.000,,.000,.167,,1.000,.000,0,.167,.000,0,0,,schakjo01
546,Daniel Oturu,22,TOR,C,3,0,27,.500,6.8,.833,.500,.333,.000,.000,.167,.600,.667,.500,,,.000,.333,,.000,0,.000,,0,0,,oturuda01
547,Deividas Sirvydis,21,DET,SG,3,0,27,.100,19.4,.300,.200,.100,.000,.000,.700,.000,.000,.000,,,.143,,1.000,.000,0,.000,,0,0,,sirvyde01
548,Mac McClung,23,2TM,SG,2,0,25,.500,16.3,.500,.333,.000,.000,.167,.500,.667,.500,,,1.000,.333,1.000,1.000,.167,1,.000,,0,0,,mccluma01
549,Shaquille Harrison,28,BRK,SG,2,0,23,.333,9.5,.667,.500,.167,.000,.000,.333,.500,.667,.000,,,.000,.500,,.000,0,1.000,.000,0,0,,harrish01
550,Carlik Jones,24,2TM,PG,5,0,23,.111,10.1,.889,.333,.111,.333,.111,.111,.125,.333,.000,.000,.000,.000,.000,,.000,0,1.000,.000,0,0,,jonesca03
551,Chandler Hutchison,25,PHO,SF,6,0,22,.500,5.0,1.000,.500,.500,.000,.000,.000,.500,.000,1.000,,,,1.000,,.000,0,,,0,0,,hutchch01
552,Damyean Dotson,27,NYK,SG,2,0,21,.500,11.3,.750,.250,.250,.250,.000,.250,.667,1.000,.000,1.000,,.000,.500,,.000,0,1.000,.000,0,0,,dotsoda01
553,Gabe York,28,IND,SG,2,0,21,.286,22.4,.143,.000,.143,.000,.000,.857,1.000,,1.000,,,.167,1.000,1.000,.000,0,.167,.000,0,0,,yorkga01
554,Joel Ayayi,21,WAS,SG,7,0,20,.167,12.6,.833,.167,.333,.167,.167,.167,.200,.000,.000,1.000,.000,.000,.000,,.000,0,.000,,0,0,,ayayijo01
555,Jay Huff,23,LAL,C,4,0,20,.000,19.9,.333,.000,.333,.000,.000,.667,.000,,.000,,,.000,,,.000,0,.000,,0,0,,huffja01
556,McKinley Wright IV,23,MIN,PG,5,0,19,.667,19.3,.333,.000,.333,.000,.000,.667,1.000,,1.000,,,.500,.000,.000,.000,0,.000,,0,0,,wrighmc01
557,George King,28,DAL,SF,4,0,19,.000,19.6,.200,.000,.200,.000,.000,.800,.000,,.000,,,.000,,,.000,0,.750,.000,0,0,,kingge03
558,Norvel Pelle,28,UTA,C,3,0,19,.600,0.4,1.000,1.000,.000,.000,.000,.000,.600,.600,,,,,.667,,.400,2,,,0,0,,pelleno01
559,Wayne Selden,27,NYK,SG,3,0,19,.250,15.9,.500,.000,.500,.000,.000,.500,.000,,.000,,,.500,,1.000,.000,0,.500,.000,0,0,,seldewa01
560,Craig Sword,28,WAS,SG,3,0,19,.750,7.0,.750,.750,.000,.000,.000,.250,1.000,1.000,,,,.000,1.000,,.000,0,1.000,.000,0,0,,swordcr01
561,Eugene Omoruyi,24,DAL,SF,4,0,18,.400,17.7,.600,.000,.200,.200,.200,.400,.333,,1.000,.000,.000,.500,.000,1.000,.000,0,.500,.000,0,0,,omorueu01
562,Emanuel Terry,25,PHO,PF,3,0,18,.000,2.2,1.000,.600,.400,.000,.000,.000,.000,.000,.000,,,,,,.000,0,,,0,0,,terryem01
563,Scotty Hopson,32,OKC,SG,1,0,18,.500,17.3,.750,.000,.250,.000,.500,.250,.667,,.000,,1.000,.000,.500,,.000,0,.000,,0,0,,hopsosc01
564,Aaron Henry,22,PHI,SF,6,0,17,.200,12.0,.800,.200,.200,.400,.000,.200,.250,1.000,.000,.000,,.000,1.000,,.000,0,.000,,0,0,,henryaa01
565,Trayvon Palmer,27,DET,SG,1,0,17,.000,4.0,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,,.000,0,,,0,0,,palmetr01
566,Dakota Mathias,26,MEM,SG,6,0,16,.333,25.1,.000,.000,.000,.000,.000,1.000,,,,,,.333,,1.000,.000,0,.167,1.000,0,0,,mathida01
567,Jaylen Morris,26,SAS,SG,3,0,16,.000,11.6,.667,.500,.167,.000,.000,.333,.000,.000,.000,,,.000,,,.167,0,.000,,0,0,,morrija01
568,Sekou Doumbouya,21,LAL,PF,2,0,16,.625,8.9,.750,.500,.250,.000,.000,.250,.667,1.000,.000,,,.500,.500,1.000,.000,0,.000,,0,0,,doumbse01
569,Jemerrio Jones,26,LAL,SF,2,0,15,.667,2.7,1.000,.667,.333,.000,.000,.000,.667,1.000,.000,,,,.500,,.000,0,,,0,0,,jonesje01
570,Moses Wright,23,2TM,PF,4,0,14,.250,13.2,.750,.250,.000,.500,.000,.250,.333,1.000,,.000,,.000,1.000,,.000,0,1.000,.000,0,0,,wrighmo01
571,Cat Barber,27,ATL,PG,3,0,13,.000,9.6,1.000,.500,.000,.000,.500,.000,.000,.000,,,.000,,,,.000,0,,,0,0,,barbeca01
