Player,Age,Team,Pos,G,GS,MP,FG%,%FGA from 2P,%FGA from 0-3,%FGA from 3-10,%FGA from 10-16,%FGA from 16-3P,%FGA from 3P,FG% from 2P,FG% from 0-3,FG% from 3-10,FG% from 10-16,FG% from 16-3P,FG% from 3P,%of 2PFG assisted,%of 3PFG assisted,%FGA from dunks,# of made dunks,%3PA from the corner,3P% from the corner,playerID
Wendell Carter Jr.,25,ORL,C,68,51,1758,0.46,0.678,0.324,0.196,0.1,0.059,0.322,0.568,0.748,0.417,0.429,0.31,0.234,0.757,1,0.179,78,0.361,0.263,cartewe01
Collin Sexton,26,UTA,SG,63,61,1758,0.48,0.687,0.151,0.34,0.135,0.061,0.313,0.513,0.618,0.512,0.487,0.321,0.406,0.373,0.682,0.006,3,0.214,0.448,sextoco01
Mike Conley,37,MIN,PG,71,64,1756,0.4,0.338,0.077,0.15,0.081,0.03,0.662,0.38,0.583,0.371,0.342,0,0.41,0.433,0.819,0,0,0.268,0.494,conlemi01
Amir Coffey,27,LAC,SG,72,13,1748,0.471,0.516,0.159,0.169,0.124,0.065,0.484,0.529,0.704,0.419,0.476,0.485,0.409,0.683,0.97,0.063,28,0.368,0.462,coffeam01
Jimmy Butler,35,TOT,SF,55,55,1746,0.504,0.826,0.317,0.335,0.127,0.047,0.174,0.546,0.741,0.43,0.487,0.214,0.308,0.554,0.875,0.092,52,0.5,0.385,butleji01
Aaron Wiggins,26,OKC,SG,76,26,1744,0.488,0.534,0.28,0.187,0.048,0.019,0.466,0.578,0.725,0.397,0.457,0.5,0.383,0.573,0.923,0.027,17,0.324,0.364,wiggiaa01
Walker Kessler,23,UTA,C,58,58,1740,0.663,0.919,0.611,0.301,0.005,0.002,0.081,0.706,0.77,0.595,0,0,0.176,0.618,1,0.329,131,0.235,0.5,kesslwa01
De'Andre Hunter,27,TOT,SF,64,9,1740,0.47,0.491,0.15,0.192,0.1,0.05,0.509,0.537,0.649,0.473,0.487,0.553,0.405,0.637,0.911,0.039,26,0.281,0.367,huntede01
Ochai Agbaji,24,TOR,SG,64,45,1739,0.498,0.526,0.365,0.124,0.028,0.009,0.474,0.587,0.672,0.439,0.2,0.4,0.399,0.794,0.96,0.069,33,0.542,0.416,agbajoc01
Brandin Podziemski,21,GSW,SG,64,33,1716,0.445,0.509,0.111,0.2,0.135,0.062,0.491,0.516,0.671,0.508,0.482,0.333,0.372,0.552,0.843,0.002,0,0.172,0.396,podzibr01
Jabari Smith Jr.,21,HOU,PF,57,39,1716,0.438,0.511,0.173,0.145,0.145,0.048,0.489,0.519,0.704,0.427,0.5,0.185,0.354,0.567,0.969,0.057,28,0.235,0.354,smithja05
Anthony Davis,31,TOT,C,51,51,1706,0.516,0.864,0.297,0.291,0.144,0.132,0.136,0.553,0.756,0.487,0.344,0.475,0.282,0.605,0.886,0.099,86,0.081,0.1,davisan02
Bradley Beal,31,PHX,SG,53,38,1702,0.497,0.62,0.159,0.199,0.143,0.12,0.38,0.565,0.764,0.536,0.505,0.422,0.386,0.519,0.873,0.024,16,0.303,0.413,bealbr01
Georges Niang,31,TOT,PF,79,3,1697,0.461,0.34,0.139,0.158,0.035,0.008,0.66,0.569,0.64,0.571,0.364,0.2,0.406,0.833,0.988,0,0,0.377,0.409,niangge01
Jakob Poeltl,29,TOR,C,57,56,1686,0.627,0.995,0.496,0.344,0.145,0.01,0.005,0.628,0.746,0.518,0.512,0.333,0.333,0.746,1,0.055,29,0.333,1,poeltja01
Scotty Pippen Jr.,24,MEM,PG,79,21,1683,0.48,0.631,0.261,0.296,0.061,0.013,0.369,0.528,0.658,0.466,0.333,0.25,0.397,0.5,0.977,0.02,11,0.205,0.489,pippesc02
Kevin Huerter,26,TOT,SG,69,31,1679,0.425,0.353,0.134,0.151,0.04,0.028,0.647,0.587,0.765,0.505,0.458,0.353,0.338,0.76,0.932,0.015,8,0.23,0.389,huertke01
Santi Aldama,24,MEM,PF,65,16,1660,0.483,0.497,0.208,0.21,0.059,0.02,0.503,0.599,0.763,0.493,0.5,0.308,0.368,0.642,0.967,0.073,46,0.261,0.412,aldamsa01
A.J. Green,25,MIL,SG,73,7,1659,0.429,0.144,0.028,0.017,0.038,0.061,0.856,0.443,0.667,0.143,0.5,0.385,0.427,0.741,0.942,0,0,0.292,0.528,greenaj01
Al Horford,38,BOS,C,60,42,1659,0.423,0.319,0.119,0.163,0.015,0.022,0.681,0.551,0.745,0.467,0.429,0.2,0.363,0.827,0.991,0.017,8,0.318,0.39,horfoal01
Terry Rozier,30,MIA,PG,64,23,1658,0.391,0.515,0.173,0.216,0.072,0.054,0.485,0.48,0.6,0.394,0.435,0.5,0.295,0.459,0.802,0.002,1,0.412,0.268,roziete01
Peyton Watson,22,DEN,SF,68,18,1656,0.477,0.682,0.35,0.257,0.058,0.016,0.318,0.534,0.707,0.382,0.32,0,0.353,0.801,0.979,0.178,59,0.551,0.453,watsope01
Moses Moody,22,GSW,SG,74,34,1649,0.433,0.407,0.137,0.201,0.055,0.014,0.593,0.519,0.718,0.509,0.194,0,0.374,0.667,0.968,0.033,17,0.368,0.435,moodymo01
Tristan Da Silva,23,ORL,SF,74,38,1629,0.412,0.505,0.197,0.23,0.043,0.035,0.495,0.488,0.589,0.468,0.333,0.235,0.335,0.613,0.95,0.062,23,0.393,0.372,dasiltr01
Donte DiVincenzo,28,MIN,SG,62,10,1606,0.422,0.261,0.126,0.106,0.024,0.005,0.739,0.49,0.627,0.365,0.357,0.333,0.397,0.592,0.851,0.013,5,0.196,0.419,divindo01
Isaiah Joe,25,OKC,SG,74,16,1604,0.44,0.207,0.07,0.049,0.054,0.034,0.793,0.549,0.805,0.517,0.313,0.45,0.412,0.791,0.911,0.015,9,0.18,0.548,joeis01
Corey Kispert,25,WAS,SF,61,0,1602,0.451,0.416,0.189,0.182,0.039,0.005,0.584,0.574,0.729,0.466,0.409,0,0.364,0.793,0.942,0.012,7,0.164,0.37,kispeco01
Caris LeVert,30,TOT,SG,64,3,1596,0.467,0.526,0.299,0.125,0.087,0.015,0.474,0.552,0.665,0.427,0.404,0.222,0.373,0.644,0.792,0.053,30,0.31,0.42,leverca01
Miles McBride,24,NYK,SG,64,10,1593,0.406,0.43,0.141,0.101,0.11,0.079,0.57,0.455,0.494,0.327,0.55,0.419,0.369,0.393,0.809,0.026,10,0.276,0.395,mcbrimi01
Isaiah Hartenstein,26,OKC,C,57,53,1590,0.581,0.96,0.363,0.369,0.225,0.004,0.04,0.605,0.73,0.548,0.509,0,0,0.81,0,0.2,89,0.158,0,harteis01
Gradey Dick,21,TOR,SG,54,54,1587,0.41,0.496,0.207,0.13,0.11,0.049,0.504,0.47,0.582,0.31,0.493,0.375,0.35,0.795,0.947,0.034,18,0.261,0.341,dickgr01
Paolo Banchero,22,ORL,PF,46,46,1582,0.452,0.701,0.213,0.21,0.165,0.114,0.299,0.509,0.691,0.45,0.44,0.375,0.32,0.378,0.494,0.055,40,0.092,0.28,banchpa01
Patrick Williams,23,CHI,PF,63,36,1576,0.397,0.473,0.211,0.161,0.052,0.048,0.527,0.447,0.541,0.373,0.444,0.28,0.353,0.569,0.938,0.048,18,0.217,0.39,willipa01
Obi Toppin,26,IND,PF,79,4,1545,0.529,0.497,0.295,0.159,0.037,0.007,0.503,0.695,0.791,0.632,0.273,0.25,0.365,0.758,0.964,0.129,74,0.385,0.44,toppiob01
Grayson Allen,29,PHX,SG,64,7,1544,0.448,0.284,0.102,0.139,0.039,0.004,0.716,0.504,0.68,0.441,0.263,0.5,0.426,0.7,0.966,0.018,8,0.263,0.489,allengr01
Sam Hauser,27,BOS,PF,71,19,1541,0.451,0.158,0.053,0.032,0.04,0.034,0.842,0.64,0.72,0.467,0.737,0.563,0.416,0.813,0.952,0.006,1,0.268,0.458,hausesa01
Ziaire Williams,23,BKN,SF,63,45,1541,0.412,0.419,0.242,0.135,0.027,0.015,0.581,0.509,0.659,0.3,0.429,0.125,0.341,0.631,0.981,0.092,38,0.411,0.315,willizi02
Gabe Vincent,28,LAL,PG,72,11,1527,0.4,0.264,0.079,0.09,0.057,0.038,0.736,0.532,0.636,0.474,0.458,0.563,0.353,0.593,0.872,0,0,0.356,0.391,vincega01
Victor Wembanyama,21,SAS,C,46,46,1527,0.476,0.53,0.208,0.13,0.095,0.098,0.47,0.586,0.809,0.468,0.432,0.417,0.352,0.703,0.859,0.114,91,0.065,0.346,wembavi01
Jerami Grant,30,POR,PF,47,47,1524,0.373,0.484,0.197,0.166,0.073,0.049,0.516,0.381,0.504,0.284,0.333,0.286,0.365,0.519,0.963,0.035,12,0.368,0.367,grantje01
Jonas Valančiūnas,32,TOT,C,81,21,1524,0.55,0.941,0.319,0.4,0.129,0.093,0.059,0.571,0.67,0.578,0.42,0.414,0.216,0.573,1,0.07,40,0.081,0,valanjo01
Kyle Filipowski,21,UTA,C,72,27,1522,0.502,0.575,0.218,0.32,0.031,0.006,0.425,0.614,0.726,0.53,0.75,0.333,0.35,0.579,0.935,0.098,47,0.336,0.351,filipky01
Ja Morant,25,MEM,PG,50,50,1519,0.454,0.679,0.233,0.309,0.11,0.027,0.321,0.523,0.691,0.436,0.449,0.375,0.309,0.237,0.614,0.022,17,0.179,0.314,moranja01
Matas Buzelis,20,CHI,SF,80,31,1511,0.454,0.521,0.305,0.178,0.023,0.014,0.479,0.54,0.633,0.434,0.154,0.5,0.361,0.699,0.979,0.141,65,0.504,0.366,buzelma01
LaMelo Ball,23,CHA,PG,47,47,1505,0.405,0.474,0.138,0.208,0.093,0.035,0.526,0.478,0.601,0.426,0.452,0.371,0.339,0.233,0.62,0.005,4,0.089,0.319,ballla01
Dalton Knecht,23,LAL,SF,78,16,1494,0.461,0.39,0.162,0.12,0.075,0.032,0.61,0.594,0.789,0.448,0.5,0.389,0.376,0.744,0.922,0.095,45,0.268,0.407,knechda01
Kevin Porter Jr.,24,TOT,SG,75,4,1482,0.449,0.729,0.179,0.212,0.187,0.15,0.271,0.501,0.658,0.413,0.516,0.418,0.311,0.261,0.491,0.066,39,0.124,0.455,porteke02
D'Angelo Russell,28,TOT,PG,58,36,1480,0.39,0.436,0.1,0.176,0.121,0.039,0.564,0.489,0.703,0.491,0.377,0.28,0.314,0.449,0.584,0.002,0,0.089,0.281,russeda01
Lauri Markkanen,27,UTA,PF,47,47,1476,0.423,0.43,0.15,0.204,0.044,0.031,0.57,0.525,0.638,0.51,0.355,0.318,0.346,0.658,1,0.104,61,0.18,0.417,markkla01
Luke Kennard,28,MEM,SG,65,11,1472,0.478,0.394,0.074,0.128,0.132,0.06,0.606,0.547,0.75,0.473,0.561,0.423,0.433,0.538,0.947,0.002,1,0.241,0.54,kennalu01
Jamal Shead,22,TOR,PG,75,11,1467,0.405,0.558,0.169,0.236,0.127,0.026,0.442,0.47,0.624,0.412,0.469,0,0.323,0.402,0.875,0.016,5,0.148,0.394,sheadja01
Aaron Gordon,29,DEN,PF,51,42,1447,0.531,0.654,0.348,0.195,0.07,0.04,0.346,0.582,0.665,0.464,0.571,0.45,0.436,0.566,0.867,0.141,63,0.36,0.484,gordoaa01
Isaiah Stewart,23,DET,C,72,4,1434,0.559,0.832,0.438,0.346,0.041,0.006,0.168,0.607,0.681,0.523,0.615,0,0.321,0.73,1,0.111,35,0.17,0.333,stewais01
Brice Sensabaugh,21,UTA,SF,71,15,1432,0.459,0.379,0.075,0.172,0.11,0.022,0.621,0.52,0.711,0.495,0.455,0.385,0.422,0.585,0.86,0.008,5,0.306,0.509,sensabr01
Goga Bitadze,25,ORL,C,70,42,1430,0.611,0.917,0.599,0.265,0.035,0.018,0.083,0.656,0.739,0.544,0.333,0.167,0.107,0.676,1,0.289,87,0.214,0,bitadgo01
Kel'el Ware,20,MIA,C,64,36,1422,0.554,0.761,0.401,0.269,0.075,0.015,0.239,0.629,0.715,0.576,0.429,0.286,0.315,0.766,0.971,0.321,128,0.18,0.2,wareke01
Tari Eason,23,HOU,PF,57,16,1420,0.487,0.671,0.377,0.193,0.075,0.025,0.329,0.557,0.678,0.435,0.405,0.143,0.342,0.531,0.984,0.1,47,0.364,0.358,easonta01
Zach Edey,22,MEM,C,66,55,1416,0.58,0.88,0.501,0.335,0.035,0.009,0.12,0.612,0.76,0.414,0.4,0.5,0.346,0.635,1,0.236,94,0.308,0.25,edeyza01
T.J. McConnell,32,IND,PG,79,1,1415,0.519,0.921,0.24,0.357,0.263,0.061,0.079,0.537,0.667,0.52,0.457,0.474,0.306,0.388,0.733,0,0,0.306,0.4,mccontj01
Terance Mann,28,TOT,SG,67,13,1414,0.496,0.605,0.247,0.199,0.116,0.044,0.395,0.58,0.765,0.463,0.438,0.444,0.368,0.579,0.9,0.08,31,0.466,0.421,mannte01
Ryan Dunn,22,PHX,SF,74,44,1410,0.43,0.447,0.166,0.203,0.061,0.017,0.553,0.577,0.759,0.495,0.414,0.375,0.311,0.748,1,0.075,31,0.564,0.329,dunnry01
Sam Merrill,28,CLE,SG,71,4,1401,0.406,0.132,0.085,0.028,0.005,0.014,0.868,0.625,0.722,0.5,0,0.5,0.372,0.8,0.993,0,0,0.22,0.383,merrisa01
Ayo Dosunmu,25,CHI,SG,46,26,1394,0.492,0.579,0.372,0.176,0.027,0.004,0.421,0.612,0.707,0.456,0.333,0.5,0.328,0.553,0.935,0.027,11,0.407,0.351,dosunay01
Ty Jerome,27,CLE,SG,70,3,1392,0.516,0.591,0.121,0.275,0.168,0.026,0.409,0.57,0.56,0.571,0.577,0.563,0.439,0.332,0.64,0,0,0.146,0.459,jeromty01
Julian Strawther,22,DEN,SG,65,4,1384,0.432,0.447,0.142,0.191,0.097,0.016,0.553,0.535,0.681,0.473,0.489,0.25,0.349,0.724,0.894,0.012,6,0.138,0.541,strawju01
Nick Smith Jr.,20,CHA,SG,60,27,1369,0.391,0.461,0.069,0.174,0.158,0.06,0.539,0.45,0.59,0.404,0.467,0.382,0.34,0.381,0.817,0.004,2,0.193,0.356,smithni01
Jaime Jaquez Jr.,23,MIA,SF,66,17,1368,0.461,0.742,0.288,0.398,0.039,0.017,0.258,0.513,0.677,0.435,0.222,0.25,0.311,0.443,0.892,0.032,12,0.513,0.262,jaqueja01
Nicolas Batum,36,LAC,PF,78,8,1367,0.437,0.147,0.059,0.055,0.008,0.025,0.853,0.457,0.571,0.385,0,0.5,0.433,0.5,0.989,0.021,4,0.478,0.474,batumni01
Jose Alvarado,26,NOP,PG,56,23,1366,0.392,0.407,0.136,0.177,0.081,0.013,0.593,0.439,0.563,0.348,0.452,0.286,0.359,0.376,0.703,0,0,0.207,0.359,alvarjo01
Jeremy Sochan,21,SAS,PF,54,23,1364,0.535,0.806,0.546,0.207,0.038,0.015,0.194,0.59,0.707,0.361,0.333,0.143,0.308,0.744,0.964,0.196,77,0.385,0.314,sochaje01
Luke Kornet,29,BOS,C,73,16,1361,0.668,0.989,0.732,0.225,0.029,0.004,0.011,0.675,0.761,0.429,0.375,1,0,0.695,0,0.354,86,0.333,0,kornelu01
Trey Lyles,29,SAC,PF,69,5,1349,0.42,0.364,0.171,0.152,0.029,0.011,0.636,0.559,0.688,0.404,0.636,0.5,0.34,0.789,1,0.078,27,0.311,0.378,lylestr01
Jake LaRavia,23,TOT,PF,66,0,1349,0.475,0.579,0.249,0.27,0.047,0.012,0.421,0.513,0.607,0.484,0.25,0.25,0.423,0.59,0.95,0.074,20,0.261,0.378,laravja01
Bogdan Bogdanović,32,TOT,SG,54,4,1348,0.427,0.413,0.11,0.128,0.12,0.055,0.587,0.517,0.574,0.476,0.525,0.481,0.363,0.524,0.848,0.002,1,0.208,0.367,bogdabo01
Justin Champagnie,23,WAS,SF,62,31,1340,0.511,0.53,0.324,0.182,0.022,0,0.47,0.624,0.767,0.413,0.333,0,0.383,0.566,0.986,0.075,30,0.316,0.377,champju01
Paul George,34,PHI,PF,41,41,1334,0.43,0.53,0.105,0.125,0.14,0.16,0.47,0.493,0.75,0.408,0.525,0.363,0.358,0.282,0.656,0.021,8,0.175,0.277,georgpa01
Ausar Thompson,22,DET,SF,59,48,1328,0.535,0.893,0.498,0.352,0.033,0.011,0.107,0.572,0.69,0.451,0.2,0.2,0.224,0.621,1,0.272,107,0.51,0.24,thompau01
Donovan Clingan,20,POR,C,67,37,1324,0.539,0.853,0.617,0.222,0.009,0.006,0.147,0.582,0.68,0.338,0,0.5,0.286,0.602,1,0.207,58,0.102,0.4,clingdo01
Jordan Hawkins,22,NOP,SG,56,9,1321,0.372,0.403,0.092,0.092,0.119,0.101,0.597,0.433,0.549,0.353,0.5,0.321,0.331,0.629,0.909,0.036,16,0.232,0.403,hawkijo01
Tyrese Martin,25,BKN,SG,60,11,1315,0.406,0.394,0.127,0.176,0.073,0.017,0.606,0.492,0.746,0.354,0.412,0.375,0.351,0.522,0.939,0.013,6,0.305,0.384,martity01
Mason Plumlee,34,PHX,C,74,21,1300,0.619,0.98,0.545,0.396,0.035,0.005,0.02,0.631,0.782,0.475,0.143,0,0,0.776,0,0.347,62,0.5,0,plumlma01
Jonathan Mogbo,23,TOR,PF,63,18,1286,0.438,0.803,0.461,0.233,0.073,0.037,0.197,0.486,0.634,0.277,0.346,0.231,0.243,0.712,1,0.216,66,0.443,0.323,mogbojo01
Jalen Johnson,23,ATL,SF,36,36,1284,0.5,0.74,0.352,0.279,0.09,0.018,0.26,0.566,0.749,0.437,0.245,0.6,0.312,0.626,0.955,0.127,63,0.298,0.333,johnsja05
Max Strus,28,CLE,SF,50,37,1273,0.442,0.214,0.134,0.078,0,0.003,0.786,0.65,0.78,0.448,0,0,0.386,0.731,0.965,0.035,10,0.304,0.382,strusma01
Johnny Juzang,23,UTA,SG,64,18,1270,0.429,0.339,0.072,0.16,0.069,0.038,0.661,0.534,0.676,0.513,0.424,0.556,0.376,0.605,0.89,0.006,3,0.395,0.419,juzanjo01
Ron Holland,19,DET,SF,81,2,1266,0.474,0.637,0.296,0.288,0.038,0.014,0.363,0.608,0.691,0.55,0.5,0.333,0.238,0.596,1,0.091,34,0.483,0.205,hollaro01
Javonte Green,31,TOT,SG,68,19,1258,0.429,0.509,0.317,0.16,0.024,0.007,0.491,0.527,0.692,0.283,0.143,0,0.326,0.636,1,0.077,18,0.475,0.328,greenja02
Nick Richards,27,TOT,C,57,43,1256,0.591,0.994,0.496,0.398,0.092,0.009,0.006,0.594,0.75,0.428,0.469,0.667,0,0.683,0,0.288,83,1,0,richani01
Dean Wade,28,CLE,PF,59,30,1252,0.413,0.181,0.118,0.041,0.007,0.015,0.819,0.653,0.781,0.455,0.5,0.25,0.36,0.688,1,0.033,8,0.392,0.414,wadede01
Ricky Council IV,23,PHI,SF,73,12,1250,0.382,0.54,0.24,0.197,0.089,0.015,0.46,0.488,0.631,0.352,0.439,0.286,0.258,0.516,0.927,0.071,31,0.183,0.41,councri01
Tidjane Salaün,19,CHA,PF,60,10,1244,0.33,0.406,0.191,0.157,0.038,0.02,0.594,0.4,0.606,0.222,0.077,0.429,0.283,0.643,0.879,0.038,11,0.21,0.326,salauti01
Bobby Portis,29,MIL,PF,49,7,1244,0.466,0.701,0.2,0.193,0.163,0.145,0.299,0.508,0.655,0.487,0.423,0.43,0.365,0.519,0.969,0.015,7,0.258,0.435,portibo01
Moussa Diabaté,23,CHA,C,71,8,1241,0.596,0.979,0.65,0.271,0.054,0.004,0.021,0.609,0.698,0.447,0.4,0,0,0.743,0,0.329,78,0.333,0,diabamo01
Jeremiah Robinson-Earl,24,NOP,PF,66,9,1239,0.455,0.527,0.294,0.135,0.066,0.032,0.473,0.557,0.686,0.362,0.391,0.545,0.341,0.696,0.964,0.026,8,0.543,0.427,robinje02
Simone Fontecchio,29,DET,SF,75,0,1237,0.402,0.391,0.164,0.15,0.032,0.046,0.609,0.507,0.623,0.429,0.5,0.353,0.335,0.649,1,0.035,11,0.361,0.28,fontesi01
Cole Anthony,24,ORL,PG,67,22,1234,0.424,0.599,0.129,0.25,0.175,0.044,0.401,0.471,0.714,0.449,0.337,0.417,0.353,0.261,0.766,0.007,2,0.151,0.455,anthoco01
Ben Sheppard,23,IND,SG,63,9,1228,0.418,0.307,0.164,0.105,0.024,0.014,0.693,0.591,0.702,0.433,0.571,0.5,0.342,0.731,0.985,0.007,2,0.578,0.339,sheppbe01
Daniel Gafford,26,DAL,C,57,31,1226,0.702,1,0.69,0.298,0.012,0,0,0.702,0.748,0.6,0.6,0,0,0.721,0,0.325,113,0,0,gaffoda01
John Collins,27,UTA,PF,40,31,1220,0.527,0.721,0.234,0.371,0.066,0.051,0.279,0.577,0.702,0.548,0.343,0.519,0.399,0.647,0.966,0.13,66,0.385,0.439,collijo01
Caleb Martin,29,TOT,SF,45,24,1218,0.424,0.661,0.243,0.181,0.082,0.155,0.339,0.458,0.608,0.327,0.56,0.319,0.359,0.435,0.973,0.03,7,0.417,0.488,martica02
Kristaps Porziņģis,29,BOS,C,42,42,1210,0.483,0.564,0.174,0.23,0.11,0.051,0.436,0.537,0.76,0.492,0.365,0.345,0.412,0.77,0.981,0.106,54,0.068,0.353,porzikr01
Brandon Clarke,28,MEM,PF,64,18,1207,0.621,0.955,0.429,0.395,0.132,0,0.045,0.647,0.816,0.553,0.38,0,0.059,0.762,1,0.079,29,0.765,0.077,clarkbr01
Deandre Ayton,26,POR,C,40,40,1206,0.566,0.932,0.344,0.269,0.205,0.113,0.068,0.594,0.82,0.468,0.49,0.396,0.188,0.741,1,0.165,71,0.469,0.067,aytonde01
Jarace Walker,21,IND,PF,75,5,1187,0.472,0.486,0.183,0.192,0.067,0.044,0.514,0.543,0.606,0.478,0.708,0.313,0.405,0.705,0.893,0.081,25,0.227,0.405,walkeja02
Kawhi Leonard,33,LAC,SF,37,37,1180,0.498,0.695,0.132,0.199,0.266,0.098,0.305,0.536,0.768,0.54,0.476,0.377,0.411,0.431,0.679,0.056,32,0.137,0.385,leonaka01
Clint Capela,30,ATL,C,55,41,1176,0.559,0.997,0.638,0.323,0.033,0.003,0.003,0.56,0.643,0.429,0.308,0,0,0.775,0,0.262,87,0,0,capelca01
Cody Martin,29,TOT,SF,53,8,1173,0.418,0.535,0.228,0.135,0.108,0.065,0.465,0.534,0.743,0.432,0.343,0.333,0.285,0.591,0.953,0.052,14,0.517,0.282,martico01
Mark Williams,23,CHA,C,44,41,1171,0.604,0.991,0.555,0.376,0.056,0.004,0.009,0.609,0.754,0.423,0.44,0.5,0,0.807,0,0.264,109,0.25,0,willima07
Precious Achiuwa,25,NYK,C,57,10,1170,0.502,0.89,0.523,0.266,0.098,0.003,0.11,0.529,0.661,0.31,0.438,0,0.278,0.695,1,0.171,52,0.75,0.259,achiupr01
Nikola Jović,21,MIA,PF,46,10,1156,0.456,0.443,0.183,0.21,0.034,0.016,0.557,0.563,0.739,0.468,0.231,0.5,0.371,0.649,0.949,0.016,5,0.348,0.479,jovicni01
Justin Edwards,21,PHI,SF,44,26,1155,0.455,0.497,0.212,0.138,0.106,0.042,0.503,0.548,0.663,0.423,0.525,0.438,0.363,0.544,0.928,0.024,9,0.253,0.375,edwarju01
Vít Krejčí,24,ATL,PG,57,16,1153,0.497,0.295,0.13,0.116,0.034,0.014,0.705,0.64,0.763,0.559,0.5,0.5,0.437,0.655,0.922,0.041,11,0.223,0.543,krejcvi01
Jonathan Kuminga,22,GSW,PF,47,10,1144,0.454,0.734,0.22,0.371,0.113,0.03,0.266,0.508,0.736,0.455,0.328,0.176,0.305,0.519,0.891,0.095,48,0.305,0.283,kuminjo01
Kevon Looney,28,GSW,C,76,6,1142,0.514,0.982,0.525,0.342,0.054,0.061,0.018,0.516,0.671,0.379,0.267,0.176,0.4,0.567,1,0.09,24,0.4,1,looneke01
Kenrich Williams,30,OKC,PF,69,7,1132,0.483,0.517,0.234,0.175,0.056,0.051,0.483,0.574,0.735,0.5,0.3,0.389,0.386,0.6,1,0.017,6,0.263,0.422,willike04
Julian Phillips,21,CHI,SF,79,5,1123,0.446,0.467,0.321,0.136,0.007,0.003,0.533,0.582,0.652,0.436,0.5,0,0.327,0.679,1,0.153,36,0.66,0.406,phillju01
Aaron Nesmith,25,IND,SF,45,37,1123,0.507,0.485,0.203,0.172,0.084,0.026,0.515,0.587,0.714,0.538,0.469,0.3,0.431,0.769,0.964,0.042,11,0.369,0.472,nesmiaa01
Dalano Banton,25,POR,PG,67,7,1120,0.391,0.562,0.249,0.227,0.059,0.028,0.438,0.442,0.635,0.278,0.333,0.286,0.324,0.373,0.875,0.024,11,0.198,0.409,bantoda01
Ben Simmons,28,TOT,PG,51,24,1120,0.52,1,0.422,0.507,0.067,0.004,0,0.52,0.606,0.478,0.333,0,0,0.517,0,0.103,18,0,0,simmobe01
Ja'Kobe Walter,20,TOR,SG,52,18,1103,0.405,0.527,0.232,0.196,0.064,0.036,0.473,0.454,0.527,0.39,0.48,0.286,0.349,0.628,0.954,0.041,11,0.29,0.352,walteja01
Jaxson Hayes,24,LAL,C,56,35,1093,0.722,0.987,0.664,0.309,0.013,0,0.013,0.732,0.838,0.522,0.333,0,0,0.857,0,0.578,120,0.333,0,hayesja02
Cameron Payne,30,NYK,PG,72,5,1090,0.401,0.426,0.128,0.209,0.065,0.025,0.574,0.453,0.526,0.441,0.379,0.364,0.363,0.302,0.645,0,0,0.094,0.375,payneca01
Jonathan Isaac,27,ORL,PF,71,1,1090,0.414,0.534,0.324,0.068,0.096,0.046,0.466,0.549,0.676,0.5,0.323,0.2,0.258,0.547,1,0.16,44,0.636,0.302,isaacjo01
DaQuan Jeffries,27,CHA,SG,47,20,1071,0.405,0.436,0.175,0.206,0.024,0.031,0.564,0.496,0.627,0.4,0.286,0.556,0.335,0.73,0.964,0.1,15,0.457,0.373,jeffrda01
Jusuf Nurkić,30,TOT,C,51,32,1063,0.477,0.702,0.293,0.375,0.028,0.006,0.298,0.551,0.689,0.47,0.3,0,0.305,0.676,0.969,0.065,20,0.105,0.455,nurkiju01
Seth Curry,34,CHA,SG,68,14,1062,0.478,0.469,0.067,0.117,0.122,0.163,0.531,0.503,0.826,0.35,0.429,0.536,0.456,0.593,0.843,0,0,0.297,0.537,curryse01
Cody Williams,20,UTA,SG,50,21,1060,0.323,0.475,0.105,0.265,0.07,0.035,0.525,0.393,0.593,0.397,0.222,0.111,0.259,0.563,1,0.035,5,0.57,0.26,willico04
Isaac Okoro,24,CLE,SG,55,22,1053,0.464,0.434,0.341,0.086,0.004,0.004,0.566,0.586,0.659,0.348,0,0,0.371,0.765,1,0.052,11,0.596,0.389,okorois01
Oso Ighodaro,22,PHX,PF,61,6,1045,0.604,0.989,0.353,0.358,0.278,0,0.011,0.611,0.833,0.493,0.481,0,0,0.858,0,0.31,50,0,0,ighodos01
Jared Butler,24,TOT,SG,60,17,1044,0.448,0.627,0.196,0.287,0.119,0.026,0.373,0.504,0.663,0.438,0.407,0.417,0.355,0.259,0.783,0,0,0.213,0.472,butleja02
Jamison Battle,23,TOR,SF,59,10,1042,0.429,0.254,0.098,0.075,0.058,0.023,0.746,0.5,0.588,0.385,0.5,0.5,0.405,0.818,0.971,0.02,4,0.394,0.412,battlja01
Noah Clowney,20,BKN,PF,46,20,1042,0.358,0.298,0.142,0.118,0.035,0.003,0.702,0.414,0.642,0.205,0.231,0,0.333,0.696,0.954,0.065,17,0.249,0.338,clownno01
Alex Caruso,30,OKC,SG,54,3,1041,0.446,0.459,0.287,0.124,0.025,0.022,0.541,0.556,0.656,0.41,0.5,0.143,0.353,0.688,0.933,0.029,9,0.365,0.419,carusal01
Kris Murray,24,POR,SF,69,6,1040,0.419,0.57,0.358,0.208,0,0.004,0.43,0.566,0.65,0.414,0,1,0.225,0.589,0.963,0.129,34,0.475,0.263,murrakr01
